gene_id,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000000003,9.451393239547906,9.058004822973938,9.61017434272485,9.329179869867964,9.971574900855936,9.61020895424532,9.77820331526946,9.319813849142367
ENSG00000000419,8.941818140099167,9.247467447036444,9.14327334085489,9.177175837579501,9.060365061034105,9.238999358129092,8.938484014055277,9.157953163801091
ENSG00000000457,8.170466228285028,8.066695817250476,8.01167090507986,8.118557570427452,7.916306291270914,8.07287655921164,8.171908147554534,8.104695221933978
ENSG00000000460,6.484404508718775,6.5245473331989,5.990946115424491,6.3693968353885495,6.605875522185632,6.2292508673436355,6.841560300699243,6.5595137101010925
ENSG00000000971,11.65541148570091,12.01454276740305,12.379087256498142,12.641459388810194,12.493216584627932,12.949976455211296,12.479559443151375,13.053196066722021
ENSG00000001036,10.49246939303886,10.250528311895778,10.56858611085673,10.39924194462578,10.285377526428949,10.05222463411919,10.57389943586776,10.238289311559322
ENSG00000001084,9.08447267823311,8.836255457828054,9.085223867374575,9.589371569849964,9.51712916760495,9.086034455627065,9.638211143484952,9.605327744478421
ENSG00000001167,8.7142041669811,8.209939766808866,8.750751430539973,8.201760391185664,9.215486966754472,8.815271632894074,8.74153789433144,8.311808964910767
ENSG00000001460,7.6530376982668376,7.780799222463989,8.016473741130428,7.706171410801993,7.895685723577056,7.5101711109089715,7.661206801408205,7.780994225764705
ENSG00000001461,11.041218390944442,11.047282473632132,12.114953660821536,11.967677096289478,11.208301026826247,10.96529868048753,11.419787814091134,11.602622062173891
ENSG00000001497,9.097472927974174,9.174087760259939,9.180001590135598,9.147036771967896,9.252295415695972,9.250901285205298,9.165091952476283,9.066798537391733
ENSG00000001561,6.6537861322160206,6.450167518710924,7.736653137492255,8.054858294978452,5.56684954044511,5.803515905880234,7.485448737802686,7.74562392098687
ENSG00000001617,9.175555996280272,8.884787148799806,9.659947421681771,9.352474593408765,9.351751249272567,9.053390345146891,9.474268576403698,9.382996329902774
ENSG00000001629,10.70002561462439,10.480839837421831,10.943572024613173,10.685152975814587,11.058858574764468,10.837605761727842,11.039301651508943,10.806899940540534
ENSG00000001630,6.467897810815557,6.506334562079091,6.444469658138816,5.99344003427836,6.681858895181523,6.537677916088472,5.984243525623477,6.542675031984947
ENSG00000001631,9.549222085728868,9.65348381565339,9.71690388978167,9.538057129627502,9.838105413783344,9.755684763895276,9.706120405191932,9.6817532529032
ENSG00000002016,7.845036027054076,7.7283165493144566,7.977591718949288,7.4935405754059135,8.029426176007144,7.755742775785503,7.700034919336443,7.4698479658220185
